Coordonnees;sitear;neighbourhood;organisat;photo;governorate;district;householdnum;household;men;women;boys;girls;individual;water_access;electric;openelement;damage;hazards;mines;geo;class;accom;siteclass;scoreclass;longitude;latitude;SSID
"42,9142717225926;36,8920527233629";???? ????;?????;;1438071868387.jpg;Dahuk;Sumel;d. 6-7;7;9;8;17;13;47;4. None;4. None;4. None;4. None;4. none;4. none;36,8920527233629,42,9142717225926;a. 0-49;unfinished;informal settlement;5.None;42,91427172;36,89205272;IQ0803-0267
"42,9011307308729;36,871222217804";???? ???????;?????;;1438258855450.jpg;Dahuk;Sumel;d. 6-7;8;9;10;13;17;49;4. None;4. None;4. None;4. None;4. none;4. none;36,871222217804,42,9011307308729;a. 0-49;unfinished;informal settlement;4.Low;42,90113073;36,87122222;IQ0803-0280
"42,9225172516131;36,8889987193295";???? ??????;?????;;1438240689734.jpg;Dahuk;Dahuk;d. 6-7;7;10;11;18;10;49;4. None;4. None;4. None;4. None;4. none;4. none;36,8889987193295,42,9225172516131;a. 0-49;unfinished;informal settlement;4.Low;42,92251725;36,88899872;IQ0802-0166
"42,9798701612489;36,7700952806947";;?????;;1438850074771.jpg;Dahuk;Sumel;e. 8-9;6;15;8;12;14;49;4. None;4. None;4. None;4. None;4. none;4. none;36,7700952806947,42,9798701612489;a. 0-49;unfinished;informal settlement;4.Low;42,97987016;36,77009528;IQ0803-0376
"43,2337537091996;36,9099515107892";;?????;;1438172511730.jpg;Dahuk;Dahuk;d. 6-7;7;7;7;20;17;51;4. None;4. None;4. None;4. None;4. none;4. none;36,9099515107892,43,2337537091996;b. 50-99;unfinished;informal settlement;4.Low;43,23375371;36,90995151;IQ0802-0158
"42,9717591889225;36,7852069800372";;?????;;1439119684286.jpg;Dahuk;Sumel;d. 6-7;9;13;12;16;12;53;4. None;4. None;4. None;4. None;4. none;4. none;36,7852069800372,42,9717591889225;b. 50-99;unfinished;Collective Center;4.Low;42,97175919;36,78520698;IQ0803-0424
"42,9781715943949;36,7847483177669";;?????;;1439206161566.jpg;Dahuk;Sumel;c. 4-5;11;17;16;12;9;54;4. None;4. None;4. None;4. None;4. none;4. none;36,7847483177669,42,9781715943949;b. 50-99;unfinished;informal settlement;3.Moderate;42,97817159;36,78474832;IQ0803-0470
"42,680688;37,165131";;?? ?????;;1439715655760.jpg;Dahuk;Zakho;d. 6-7;8;12;9;16;18;55;4. None;4. None;4. None;4. None;4. none;4. none;37,165131,42,680688;b. 50-99;unfinished;informal settlement;5.None;42,680688;37,165131;IQ0804-0155
"43,2334684539555;36,9106602006517";;?????;;1438174847951.jpg;Dahuk;Dahuk;d. 6-7;8;19;11;16;10;56;4. None;4. None;4. None;4. None;4. none;4. none;36,9106602006517,43,2334684539555;b. 50-99;unfinished;informal settlement;4.Low;43,23346845;36,9106602;IQ0802-0162
"42,7901933281767;36,7871266407945";;?????;;1439107234169.jpg;Dahuk;Sumel;f. >10;5;10;14;15;17;56;4. None;4. None;4. None;4. None;4. none;4. none;36,7871266407945,42,7901933281767;b. 50-99;unfinished;informal settlement;4.Low;42,79019333;36,78712664;IQ0803-0399
"42,8703519999999;36,85105";;???? ????? ?????;;1438504292278.jpg;Dahuk;Sumel;e. 8-9;7;15;17;11;16;59;4. None;4. None;4. None;4. None;4. none;4. none;36,85105,42,8703519999999;b. 50-99;unfinished;informal settlement;5.None;42,870352;36,85105;IQ0803-0023
"42,8717922729157;36,8515315043445";???? ????;?????;;1438503095952.jpg;Dahuk;Sumel;c. 4-5;13;12;15;19;16;62;4. None;4. None;4. None;4. None;4. none;4. none;36,8515315043445,42,8717922729157;b. 50-99;unfinished;informal settlement;5.None;42,87179227;36,8515315;IQ0803-0289
"43,2340058060337;36,9131556819723";;?????;;1438164609714.jpg;Dahuk;Dahuk;d. 6-7;11;17;17;12;17;63;4. None;4. None;4. None;4. None;4. none;4. none;36,9131556819723,43,2340058060337;b. 50-99;unfinished;informal settlement;4.Low;43,23400581;36,91315568;IQ0802-0143
"42,7791429924554;36,7706140032121";???? ???? ????;??????( ??? );;1439293663210.jpg;Dahuk;Sumel;c. 4-5;12;17;19;13;15;64;4. None;4. None;4. None;4. None;4. none;4. none;36,7706140032121,42,7791429924554;b. 50-99;unfinished;informal settlement;4.Low;42,77914299;36,770614;IQ0803-0526
"42,7865200734897;36,7827260751628";;?????;;1439196622319.jpg;Dahuk;Sumel;d. 6-7;10;26;17;11;10;64;4. None;4. None;4. None;4. None;4. none;4. none;36,7827260751628,42,7865200734897;b. 50-99;unfinished;informal settlement;4.Low;42,78652007;36,78272608;IQ0803-0467
"42,7881956015226;36,7863511694424";;?????;;1439112075014.jpg;Dahuk;Sumel;d. 6-7;11;24;22;16;7;69;4. None;4. None;4. None;4. None;4. none;4. none;36,7863511694424,42,7881956015226;b. 50-99;unfinished;informal settlement;5.None;42,7881956;36,78635117;IQ0803-0415
"43,2352501447046;36,9130663004616";;?????;;1438163148853.jpg;Dahuk;Dahuk;d. 6-7;12;17;24;20;12;73;4. None;4. None;4. None;4. None;4. none;4. none;36,9130663004616,43,2352501447046;b. 50-99;unfinished;informal settlement;4.Low;43,23525014;36,9130663;IQ0802-0138
"43,0202015272868;36,8065091300823";;??? ??? ????;;1438605225434.jpg;Dahuk;Sumel;d. 6-7;10;15;14;21;24;74;4. None;4. None;4. None;4. None;4. none;4. none;36,8065091300823,43,0202015272868;b. 50-99;unfinished;informal settlement;4.Low;43,02020153;36,80650913;IQ0803-0331
"43,02116038605;36,8064214723449";;??? ??? ????;;1438606160194.jpg;Dahuk;Sumel;d. 6-7;11;20;15;15;25;75;4. None;4. None;4. None;4. None;4. none;4. none;36,8064214723449,43,02116038605;b. 50-99;unfinished;informal settlement;5.None;43,02116039;36,80642147;IQ0803-0327
"45,507306;35,65093";;?????;;1440572249352.jpg;Sulaymaniyah;Sharbazher;c. 4-5;14;17;23;17;19;76;4. None;4. None;4. None;4. None;4. none;4. none;35,65093,45,507306;b. 50-99;unfinished;informal settlement;4.Low;45,507306;35,65093;IQ0509-0002
"42,7873990399946;36,7717228062792";???? ??? ????;????? ( ??????);;1439277980959.jpg;Dahuk;Sumel;e. 8-9;10;25;23;19;22;89;4. None;4. None;4. None;4. None;4. none;4. none;36,7717228062792,42,7873990399946;b. 50-99;unfinished;informal settlement;4.Low;42,78739904;36,77172281;IQ0803-0502
"42,7897532043882;36,7876716166442";;????? ;;1439108456808.jpg;Dahuk;Sumel;d. 6-7;13;19;24;25;22;90;4. None;4. None;4. None;4. None;4. none;4. none;36,7876716166442,42,7897532043882;b. 50-99;unfinished;informal settlement;4.Low;42,7897532;36,78767162;IQ0803-0404
"43,3671862073097;37,1022909100916";;??????;;1440072779680.jpg;Dahuk;Amedi;c. 4-5;18;31;26;19;20;96;4. None;4. None;4. None;4. None;4. none;4. none;37,1022909100916,43,3671862073097;b. 50-99;unfinished;Collective Center;4.Low;43,36718621;37,10229091;IQ0801-0063
"42,7829376087934;36,7729478399935";???? ???? ???? ?? ( ??? ????);????? (  ??????);;1439279302510.jpg;Dahuk;Sumel;d. 6-7;23;36;42;27;29;134;4. None;4. None;4. None;4. None;4. none;4. none;36,7729478399935,42,7829376087934;c. 100-249;unfinished;informal settlement;4.Low;42,78293761;36,77294784;IQ0803-0504
"44,8098042830869;35,5311068377015";?? ?? ?? ?????? ???;?????? ?? ?? ?? ?????? ???;;1440924336714.jpg;Sulaymaniyah;Chamchamal;d. 6-7;110;165;180;165;150;660;4. None;4. None;4. None;4. None;4. none;4. none;35,5311068377015,44,8098042830869;e. 500-999;unfinished;informal settlement;4.Low;44,80980428;35,53110684;IQ0501-0003
"42,7873734587759;36,7840032231098";;?????;;1439188925951.jpg;Dahuk;Sumel;c. 4-5;7;9;11;5;4;29;4. None;4. None;4. None;4. None;4. none;4. none;36,7840032231098,42,7873734587759;a. 0-49;unfinished finished;informal settlement;5.None;42,78737346;36,78400322;IQ0803-0439
"42,7884385662546;36,7824609541477";;?????;;1439194626717.jpg;Dahuk;Sumel;d. 6-7;5;7;8;5;10;30;4. None;4. None;4. None;4. None;4. none;4. none;36,7824609541477,42,7884385662546;a. 0-49;unfinished finished;informal settlement;5.None;42,78843857;36,78246095;IQ0803-0464
"43,6353010830534;36,2683107453695";???? ????? ???? ????? ? ?????;?????;;1440582970311.jpg;Ninewa;Hamdaniya;d. 6-7;5;8;10;6;9;33;4. None;4. None;4. None;4. None;4. none;4. none;36,2683107453695,43,6353010830534;a. 0-49;unfinished finished;informal settlement;4.Low;43,63530108;36,26831075;IQ1503-0006
"43,012397;36,7729769999999";;???? ????;;;Dahuk;Sumel;c. 4-5;7;6;10;9;13;38;4. None;4. None;4. None;4. None;4. none;4. none;36,7729769999999,43,012397;a. 0-49;unfinished finished;informal settlement;4.Low;43,012397;36,772977;IQ0803-0133
"42,7796795949159;36,768573398515";;????? ???;;1439285097370.jpg;Dahuk;Sumel;d. 6-7;7;12;11;8;8;39;4. None;4. None;4. None;4. None;4. none;4. none;36,768573398515,42,7796795949159;a. 0-49;unfinished finished;informal settlement;4.Low;42,77967959;36,7685734;IQ0803-0524
"42,7871528848037;36,7817478757008";;?????;;1439204473456.jpg;Dahuk;Sumel;d. 6-7;7;11;12;11;14;48;4. None;4. None;4. None;4. None;4. none;4. none;36,7817478757008,42,7871528848037;a. 0-49;unfinished finished;informal settlement;4.Low;42,78715288;36,78174788;IQ0803-0476
"42,7892138331854;36,7839729694423";;?????;;1439191630537.jpg;Dahuk;Sumel;d. 6-7;8;15;14;13;14;56;4. None;4. None;4. None;4. None;4. none;4. none;36,7839729694423,42,7892138331854;b. 50-99;unfinished finished;informal settlement;4.Low;42,78921383;36,78397297;IQ0803-0493
"42,7879500824875;36,7839420051581";;?????;;1439190451797.jpg;Dahuk;Sumel;e. 8-9;7;15;21;11;15;62;4. None;4. None;4. None;4. None;4. none;4. none;36,7839420051581,42,7879500824875;b. 50-99;unfinished finished;informal settlement;5.None;42,78795008;36,78394201;IQ0803-0440
"43,0370047349091;36,8092986857198";;????;;1438499669055.jpg;Dahuk;Sumel;d. 6-7;12;11;17;26;30;84;4. None;4. None;4. None;4. None;4. none;4. none;36,8092986857198,43,0370047349091;b. 50-99;unfinished finished;Collective Center;5.None;43,03700473;36,80929869;IQ0803-0294
"43,651403;37,056195";;??????;;1440057841464.jpg;Dahuk;Amedi;c. 4-5;10;11;15;9;18;53;3. Minor;4. None;4. None;4. None;4. none;4. none;37,056195,43,651403;b. 50-99;tent unfinished;informal settlement;4.Low;43,651403;37,056195;IQ0801-0048
"45,4933064321914;35,6444536471808";???? ??? ???;???? ?? ?;;1440578531681.jpg;Sulaymaniyah;Sharbazher;d. 6-7;5;7;8;10;5;30;3. Minor;4. None;4. None;4. None;4. none;4. none;35,6444536471808,45,4933064321914;a. 0-49;unfinished;informal settlement;4.Low;45,49330643;35,64445365;IQ0509-0004
"42,7797002284549;36,7706078606427";???? ???? ???? ???? ???;????? ???;;1439294134816.jpg;Dahuk;Sumel;c. 4-5;7;6;7;11;7;31;3. Minor;4. None;4. None;4. None;4. none;4. none;36,7706078606427,42,7797002284549;a. 0-49;unfinished;informal settlement;4.Low;42,77970023;36,77060786;IQ0803-0535
"42,8217194496393;36,8703475123292";??? ?????;??????;;1438769137757.jpg;Dahuk;Sumel;c. 4-5;6;10;9;7;5;31;3. Minor;4. None;4. None;4. None;4. none;4. none;36,8703475123292,42,8217194496393;a. 0-49;unfinished;informal settlement;4.Low;42,82171945;36,87034751;IQ0803-0351
"42,7094489999999;37,16593";;???? ????;;1439812107787.jpg;Dahuk;Zakho;d. 6-7;7;16;9;9;5;39;3. Minor;4. None;4. None;4. None;4. none;4. none;37,16593,42,7094489999999;a. 0-49;unfinished;informal settlement;4.Low;42,709449;37,16593;IQ0804-0062
"42,7698849862081;36,7681385910183";???? ??? ????;????? ( ???);;1439295551440.jpg;Dahuk;Sumel;d. 6-7;25;35;40;35;30;140;3. Minor;4. None;4. None;4. None;4. none;4. none;36,7681385910183,42,7698849862081;c. 100-249;unfinished;informal settlement;4.Low;42,76988499;36,76813859;IQ0803-0531
"44,0043382574709;36,2437862565664";???? ?????;????? 127 ??? ???? ??????;;1439895870534.jpg;Erbil;Erbil;c. 4-5;164;200;210;95;105;610;3. Minor;4. None;4. None;4. None;4. none;4. none;36,2437862565664,44,0043382574709;e. 500-999;unfinished;informal settlement;4.Low;44,00433826;36,24378626;IQ1102-0068
"42,7795058230121;36,770271922415";;????? ( ???);;1439291959984.jpg;Dahuk;Sumel;d. 6-7;18;35;41;23;20;119;3. Minor;4. None;4. None;4. None;4. none;4. none;36,770271922415,42,7795058230121;c. 100-249;unfinished finished;informal settlement;4.Low;42,77950582;36,77027192;IQ0803-0522
"42,81814885547;36,8340543483627";???? ?????;???? ?????;;1439117565292.jpg;Dahuk;Sumel;f. >10;15;23;31;40;55;149;2. Moderate;4. None;4. None;4. None;4. none;4. none;36,8340543483627,42,81814885547;c. 100-249;finished;informal settlement;4.Low;42,81814886;36,83405435;IQ0803-0416
"42,9401074154487;36,8766319870139";???? ????;????? 2;;1438067946207.jpg;Dahuk;Dahuk;d. 6-7;16;20;20;32;35;107;2. Moderate;4. None;4. None;4. None;4. none;4. none;36,8766319870139,42,9401074154487;c. 100-249;skeleton unfinished;Collective Center;4.Low;42,94010742;36,87663199;IQ0802-0116
"43,0438308648139;36,8090756557781";;????;;1438519080405.jpg;Dahuk;Sumel;c. 4-5;5;8;9;6;4;27;2. Moderate;4. None;4. None;4. None;4. none;4. none;36,8090756557781,43,0438308648139;a. 0-49;unfinished;informal settlement;3.Moderate;43,04383086;36,80907566;IQ0803-0309
"42,9709593025703;36,7684265650264";;?????;;1438777656015.jpg;Dahuk;Sumel;c. 4-5;6;6;12;8;5;31;2. Moderate;4. None;4. None;4. None;4. none;4. none;36,7684265650264,42,9709593025703;a. 0-49;unfinished;informal settlement;4.Low;42,9709593;36,76842657;IQ0803-0356
"43,0219562519695;36,8066787000914";;??? ??? ????;;1438601284035.jpg;Dahuk;Sumel;c. 4-5;6;7;10;7;9;33;2. Moderate;4. None;4. None;4. None;4. none;4. none;36,8066787000914,43,0219562519695;a. 0-49;unfinished;informal settlement;4.Low;43,02195625;36,8066787;IQ0803-0320
"42,6791959999999;37,17524";;???????;;1439468657651.jpg;Dahuk;Zakho;d. 6-7;5;7;7;13;7;34;2. Moderate;4. None;4. None;4. None;4. none;4. none;37,17524,42,6791959999999;a. 0-49;unfinished;informal settlement;3.Moderate;42,679196;37,17524;IQ0804-0120
"43,0403317775614;36,8079191787953";;????;;1438585511735.jpg;Dahuk;Sumel;d. 6-7;6;10;14;12;7;43;2. Moderate;4. None;4. None;4. None;4. none;4. none;36,8079191787953,43,0403317775614;a. 0-49;unfinished;informal settlement;4.Low;43,04033178;36,80791918;IQ0803-0313
"42,549484;37,1370369999999";;??????/??????;;1439367637487.jpg;Dahuk;Zakho;e. 8-9;5;11;13;10;10;44;2. Moderate;4. None;4. None;4. None;4. none;4. none;37,1370369999999,42,549484;a. 0-49;unfinished;informal settlement;4.Low;42,549484;37,137037;IQ0804-0037
"43,0219002027438;36,8072176289996";;??? ??? ????;;1438600748825.jpg;Dahuk;Sumel;d. 6-7;7;10;8;18;11;47;2. Moderate;4. None;4. None;4. None;4. none;4. none;36,8072176289996,43,0219002027438;a. 0-49;unfinished;informal settlement;4.Low;43,0219002;36,80721763;IQ0803-0318
"43,0346308366099;36,8086783702644";;????;;1438497834643.jpg;Dahuk;Sumel;d. 6-7;8;14;12;15;10;51;2. Moderate;4. None;4. None;4. None;4. none;4. none;36,8086783702644,43,0346308366099;b. 50-99;unfinished;informal settlement;3.Moderate;43,03463084;36,80867837;IQ0803-0284
"43,0385477233436;36,8092185316174";;????;;1438502274091.jpg;Dahuk;Sumel;e. 8-9;7;10;10;16;20;56;2. Moderate;4. None;4. None;4. None;4. none;4. none;36,8092185316174,43,0385477233436;b. 50-99;unfinished;informal settlement;4.Low;43,03854772;36,80921853;IQ0803-0299
"42,7335179999999;37,14289";;?????? ?????;;1439891335345.jpg;Dahuk;Zakho;d. 6-7;11;15;18;16;15;64;2. Moderate;4. None;4. None;4. None;4. none;4. none;37,14289,42,7335179999999;b. 50-99;unfinished;informal settlement;4.Low;42,733518;37,14289;IQ0804-0212
"42,7893587664018;36,78854042744";;?????;;1439105457258.jpg;Dahuk;Sumel;f. >10;7;15;18;20;24;77;2. Moderate;4. None;4. None;4. None;4. none;4. none;36,78854042744,42,7893587664018;b. 50-99;unfinished;informal settlement;4.Low;42,78935877;36,78854043;IQ0803-0392
"43,3304489987698;37,0507268465765";????? ???? ???? ????;?????;;1440056660406.jpg;Dahuk;Amedi;b. 2-3;5;6;5;4;2;17;4. None;4. None;4. None;4. None;3. Minor;4. none;37,0507268465765,43,3304489987698;a. 0-49;finished;informal settlement;4.Low;43,330449;37,05072685;IQ0801-0057
"43,9910319999999;36,2362809999999";;??? ????;;1440053058160.jpg;Erbil;Erbil;c. 4-5;60;105;95;42;45;287;4. None;4. None;4. None;4. None;4. none;4. none;36,2362809999999,43,9910319999999;d. 250-499;skeleton;informal settlement;4.Low;43,991032;36,236281;IQ1102-0056
"43,0375800634671;36,8075813063302";;????;;1438590067285.jpg;Dahuk;Sumel;c. 4-5;5;6;6;5;4;21;4. None;4. None;4. None;4. None;4. none;4. none;36,8075813063302,43,0375800634671;a. 0-49;unfinished;informal settlement;4.Low;43,03758006;36,80758131;IQ0803-0315
"42,9712410297206;36,7702313171669";;?????;;1438847421291.jpg;Dahuk;Sumel;c. 4-5;5;8;7;6;6;27;4. None;4. None;4. None;4. None;3. Minor;4. none;36,7702313171669,42,9712410297206;a. 0-49;unfinished;informal settlement;4.Low;42,97124103;36,77023132;IQ0803-0369
"43,0338547148869;36,808302363351";;????;;1438261740250.jpg;Dahuk;Sumel;c. 4-5;7;8;9;8;5;30;4. None;4. None;4. None;4. None;4. none;4. none;36,808302363351,43,0338547148869;a. 0-49;unfinished;informal settlement;4.Low;43,03385471;36,80830236;IQ0803-0276
"42,9820736107706;36,7899966417686";;?????;;1439275759046.jpg;Dahuk;Sumel;c. 4-5;7;9;12;7;4;32;4. None;4. None;4. None;4. None;4. none;4. none;36,7899966417686,42,9820736107706;a. 0-49;unfinished;informal settlement;3.Moderate;42,98207361;36,78999664;IQ0803-0497
"43,0031844317709;36,8091346414364";;????? ????;;1439299261655.jpg;Dahuk;Sumel;d. 6-7;5;9;10;5;8;32;4. None;4. None;4. None;4. None;4. none;4. none;36,8091346414364,43,0031844317709;a. 0-49;unfinished;informal settlement;4.Low;43,00318443;36,80913464;IQ0803-0539
"42,9820037452992;36,8155834554813";;?? ?? ???;;1439377226850.jpg;Dahuk;Sumel;c. 4-5;7;11;8;7;7;33;4. None;4. None;4. None;4. None;4. none;4. none;36,8155834554813,42,9820037452992;a. 0-49;unfinished;informal settlement;4.Low;42,98200375;36,81558346;IQ0803-0543
"43,0122119494433;36,7739201127148";;???? ????;;1438672265503.jpg;Dahuk;Sumel;c. 4-5;7;10;10;11;6;37;4. None;4. None;4. None;4. None;4. none;4. none;36,7739201127148,43,0122119494433;a. 0-49;unfinished;informal settlement;4.Low;43,01221195;36,77392011;IQ0803-0335
"43,063685;36,8371369999999";;?????? ?????;;1437994468701.jpg;Dahuk;Dahuk;d. 6-7;6;6;7;16;8;37;4. None;4. None;4. None;4. None;3. Minor;4. none;36,8371369999999,43,063685;a. 0-49;unfinished;informal settlement;4.Low;43,063685;36,837137;IQ0802-0054
"43,0408191708085;36,8085972315368";;????;;1438515203276.jpg;Dahuk;Sumel;d. 6-7;7;10;7;14;12;43;4. None;4. None;4. None;4. None;4. none;4. none;36,8085972315368,43,0408191708085;a. 0-49;unfinished;informal settlement;4.Low;43,04081917;36,80859723;IQ0803-0305
"42,9803921789798;36,7898443776288";;?????;;1439211855151.jpg;Dahuk;Sumel;d. 6-7;9;19;23;5;6;53;4. None;4. None;4. None;4. None;4. none;4. none;36,7898443776288,42,9803921789798;b. 50-99;unfinished;informal settlement;4.Low;42,98039218;36,78984438;IQ0803-0485
"43,0214765437377;36,8071413156376";;??? ??? ????;;1438602274017.jpg;Dahuk;Sumel;d. 6-7;9;19;13;13;11;56;4. None;4. None;4. None;4. None;4. none;4. none;36,8071413156376,43,0214765437377;b. 50-99;unfinished;informal settlement;4.Low;43,02147654;36,80714132;IQ0803-0322
"42,7789712389365;36,7709756100278";???? ??? ????;????? (???);;1439281474607.jpg;Dahuk;Sumel;d. 6-7;13;23;20;23;21;87;4. None;4. None;4. None;4. None;4. none;4. none;36,7709756100278,42,7789712389365;b. 50-99;unfinished;informal settlement;4.Low;42,77897124;36,77097561;IQ0803-0514
"42,97931615199;36,7698602151254";;?????;;1438849213742.jpg;Dahuk;Sumel;c. 4-5;18;33;16;18;21;88;4. None;4. None;4. None;4. None;4. none;4. none;36,7698602151254,42,97931615199;b. 50-99;unfinished;informal settlement;4.Low;42,97931615;36,76986022;IQ0803-0373
"42,70452640714;37,1720344077956";??? ????;????/??? ???? ????;;1439800694899.jpg;Dahuk;Zakho;d. 6-7;6;11;16;7;7;41;1. Major;4. None;4. None;4. None;4. none;4. none;37,1720344077956,42,70452640714;a. 0-49;unfinished;informal settlement;4.Low;42,70452641;37,17203441;IQ0804-0310
"42,7866658366318;37,1819588472648";???? ???? ;???? ????;;1439900536862.jpg;Dahuk;Zakho;c. 4-5;5;6;7;4;7;24;4. None;4. None;4. None;4. None;4. none;4. none;37,1819588472648,42,7866658366318;a. 0-49;unfinished;informal settlement;4.Low;42,78666584;37,18195885;IQ0804-0313
"45,672088;35,305213";;???????;;1440489317628.jpg;Sulaymaniyah;Darbandihkan;a. <2;25;4;6;9;6;25;4. None;4. None;4. None;4. None;4. none;4. none;35,305213,45,672088;a. 0-49;unfinished;informal settlement;4.Low;45,672088;35,305213;IQ0502-0003
"43,3539405852857;36,6845580027308";??????? ????;?????;;1440333464356.jpg;Ninewa;Shikhan;d. 6-7;6;15;10;2;9;36;4. None;4. None;4. None;4. None;4. none;4. none;36,6845580027308,43,3539405852857;a. 0-49;unfinished;informal settlement;4.Low;43,35394059;36,684558;IQ1506-0016
"42,6781745670155;37,169889546269";??? ????;?? ?????????;;1439727292094.jpg;Dahuk;Zakho;c. 4-5;8;9;11;8;11;39;4. None;4. None;4. None;4. None;4. none;4. none;37,169889546269,42,6781745670155;a. 0-49;unfinished;informal settlement;4.Low;42,67817457;37,16988955;IQ0804-0305
"42,7887890420001;36,7839598358898";???? ???? ????;?????;;1439124337758.jpg;Dahuk;Sumel;d. 6-7;7;12;15;11;14;52;4. None;4. None;4. None;4. None;4. none;4. none;36,7839598358898,42,7887890420001;b. 50-99;unfinished;informal settlement;4.Low;42,78878904;36,78395984;IQ0803-0428
"43,0003150889757;36,8711046040144";;??? ????;;1438067524043.jpg;Dahuk;Dahuk;c. 4-5;24;35;30;22;26;113;4. None;4. None;4. None;4. None;4. none;4. none;36,8711046040144,43,0003150889757;c. 100-249;unfinished;informal settlement;4.Low;43,00031509;36,8711046;IQ0802-0117
